bacteria,antibiotic,country,resistance_rate
Enterococcus faecium,Trimethoprim/Sulfamethoxazole,Ghana,0.27449876313370325
Enterococcus faecium,Trimethoprim/Sulfamethoxazole,Mali,0.5174727311750481
Enterococcus faecium,Trimethoprim/Sulfamethoxazole,Nigeria,0.5033604320949137
Enterococcus faecium,Trimethoprim/Sulfamethoxazole,Senegal,0.4742945603508958
Enterococcus faecium,Trimethoprim/Sulfamethoxazole,Togo,0.2979776297380161
Enterococcus faecium,Tetracycline,Benin,0.49214747520175217
Enterococcus faecium,Tetracycline,Burkina Faso,0.17842987224742288
Enterococcus faecium,Tetracycline,Ivory Coast,0.4488511901429938
Enterococcus faecium,Tetracycline,Ghana,0.21112705651292024
Enterococcus faecium,Tetracycline,Mali,0.49818425752110407
Enterococcus faecium,Tetracycline,Nigeria,0.18461729823546724
Enterococcus faecium,Tetracycline,Senegal,0.7240068210758864
Enterococcus faecium,Tetracycline,Togo,0.5043980938474341
Enterococcus faecium,Doxycycline,Benin,0.6926540480520444
Enterococcus faecium,Doxycycline,Burkina Faso,0.11076089674858292
Enterococcus faecium,Doxycycline,Ivory Coast,0.2653025613672549
Enterococcus faecium,Doxycycline,Ghana,0.22319097089288836
Enterococcus faecium,Doxycycline,Mali,0.37507539388498057
Enterococcus faecium,Doxycycline,Nigeria,0.5367904164110382
Enterococcus faecium,Doxycycline,Senegal,0.38933801173232185
Enterococcus faecium,Doxycycline,Togo,0.27901732466605733
Enterococcus faecium,Clindamycin,Benin,0.6260385424844306
Enterococcus faecium,Clindamycin,Burkina Faso,0.23325127100699242
Enterococcus faecium,Clindamycin,Ivory Coast,0.5128719831051215
Enterococcus faecium,Clindamycin,Ghana,0.4154374145393862
Enterococcus faecium,Clindamycin,Mali,0.6916906373069983
Enterococcus faecium,Clindamycin,Nigeria,0.5212838369298181
Enterococcus faecium,Clindamycin,Senegal,0.606206372477125
Enterococcus faecium,Clindamycin,Togo,0.4660641095249568
Enterococcus faecium,Erythromycin,Benin,0.6942311911783656
Enterococcus faecium,Erythromycin,Burkina Faso,0.12047433982604111
Enterococcus faecium,Erythromycin,Ivory Coast,0.31099404886014914
Enterococcus faecium,Erythromycin,Ghana,0.2051369029296801
Enterococcus faecium,Erythromycin,Mali,0.5456108340540776
Enterococcus faecium,Erythromycin,Nigeria,0.14099208450232528
Enterococcus faecium,Erythromycin,Senegal,0.39124972555519333
Enterococcus faecium,Erythromycin,Togo,0.8916355280208795
Enterococcus faecium,Linezolid,Benin,0.8286786148616992
Enterococcus faecium,Linezolid,Burkina Faso,0.6888222826074998
Enterococcus faecium,Linezolid,Ivory Coast,0.4435834233498913
Enterococcus faecium,Linezolid,Ghana,0.3794601897695816
Enterococcus faecium,Linezolid,Mali,0.6101524592035603
Enterococcus faecium,Linezolid,Nigeria,0.8483445335805302
Enterococcus faecium,Linezolid,Senegal,0.5117391043107653
Enterococcus faecium,Linezolid,Togo,0.13635900246584676
Enterococcus faecium,Vancomycin,Benin,0.12934783565471158
Enterococcus faecium,Vancomycin,Burkina Faso,0.12180824732042242
Enterococcus faecium,Vancomycin,Ivory Coast,0.6717953053397028
Enterococcus faecium,Vancomycin,Ghana,0.8754572662595427
Enterococcus faecium,Vancomycin,Mali,0.7760228153421597
Enterococcus faecium,Vancomycin,Nigeria,0.5395681127892288
Enterococcus faecium,Vancomycin,Senegal,0.459868161603444
Enterococcus faecium,Vancomycin,Togo,0.4561727688293967
Enterococcus faecium,Piperacillin/Tazobactam,Benin,0.360931103858008
Enterococcus faecium,Piperacillin/Tazobactam,Burkina Faso,0.8549055490340538
Enterococcus faecium,Piperacillin/Tazobactam,Ivory Coast,0.15909525115006862
Enterococcus faecium,Piperacillin/Tazobactam,Ghana,0.643743850349554
Enterococcus faecium,Piperacillin/Tazobactam,Mali,0.25468005546588257
Enterococcus faecium,Piperacillin/Tazobactam,Nigeria,0.7787915800699748
Enterococcus faecium,Piperacillin/Tazobactam,Senegal,0.8784844967769512
Enterococcus faecium,Piperacillin/Tazobactam,Togo,0.342236509595257
Enterococcus faecium,Nitrofurantoin,Benin,0.8328154493774241
Enterococcus faecium,Nitrofurantoin,Burkina Faso,0.20898155257132603
Enterococcus faecium,Nitrofurantoin,Ivory Coast,0.23915017809007325
Enterococcus faecium,Nitrofurantoin,Ghana,0.2282942646774079
Enterococcus faecium,Nitrofurantoin,Mali,0.2730072868185872
Enterococcus faecium,Nitrofurantoin,Nigeria,0.7673330129944554
Enterococcus faecium,Nitrofurantoin,Senegal,0.7554414031938645
Enterococcus faecium,Nitrofurantoin,Togo,0.3027215577973458
Staphylococcus aureus,Amoxicillin/Clavulanate,Benin,0.3079359808140601
Staphylococcus aureus,Amoxicillin/Clavulanate,Burkina Faso,0.7945415176992411
Staphylococcus aureus,Amoxicillin/Clavulanate,Ivory Coast,0.36804807172288545
Staphylococcus aureus,Amoxicillin/Clavulanate,Ghana,0.7804509390476095
Staphylococcus aureus,Amoxicillin/Clavulanate,Mali,0.25940190038447564
Staphylococcus aureus,Amoxicillin/Clavulanate,Nigeria,0.38194488094536916
Staphylococcus aureus,Amoxicillin/Clavulanate,Senegal,0.7752267509919156
Staphylococcus aureus,Amoxicillin/Clavulanate,Togo,0.30046828274649995
Staphylococcus aureus,Ampicillin,Benin,0.431843237788735
Staphylococcus aureus,Ampicillin,Burkina Faso,0.765483966857775
Staphylococcus aureus,Ampicillin,Ivory Coast,0.6680869696822603
Staphylococcus aureus,Ampicillin,Ghana,0.5352302666160772
Staphylococcus aureus,Ampicillin,Mali,0.7806015180249966
Staphylococcus aureus,Ampicillin,Nigeria,0.8246689496211358
Staphylococcus aureus,Ampicillin,Senegal,0.44816522108097745
Staphylococcus aureus,Ampicillin,Togo,0.7577526027212976
Staphylococcus aureus,Ceftriaxone,Benin,0.64999499229036
Staphylococcus aureus,Ceftriaxone,Burkina Faso,0.2096934513649548
Staphylococcus aureus,Ceftriaxone,Ivory Coast,0.8451399810952772
Staphylococcus aureus,Ceftriaxone,Ghana,0.8372783660311125
Staphylococcus aureus,Ceftriaxone,Mali,0.6156104638440295
Staphylococcus aureus,Ceftriaxone,Nigeria,0.8502915101491828
Staphylococcus aureus,Ceftriaxone,Senegal,0.33161724110262025
Staphylococcus aureus,Ceftriaxone,Togo,0.39824661443035303
Staphylococcus aureus,Ceftazidime,Benin,0.2820475302314163
Staphylococcus aureus,Ceftazidime,Burkina Faso,0.1332542693031794
Staphylococcus aureus,Ceftazidime,Ivory Coast,0.21353620797226328
Staphylococcus aureus,Ceftazidime,Ghana,0.5701353999996461
Staphylococcus aureus,Ceftazidime,Mali,0.6016492943655315
Staphylococcus aureus,Ceftazidime,Nigeria,0.738352373956273
Staphylococcus aureus,Ceftazidime,Senegal,0.21075987081697267
Staphylococcus aureus,Ceftazidime,Togo,0.8182594944681195
Staphylococcus aureus,Cefotaxime,Benin,0.4533546350059038
Staphylococcus aureus,Cefotaxime,Burkina Faso,0.8316626062312497
Staphylococcus aureus,Cefotaxime,Ivory Coast,0.5664420108255214
Staphylococcus aureus,Cefotaxime,Ghana,0.6440030425942413
Staphylococcus aureus,Cefotaxime,Mali,0.22591687719026599
Staphylococcus aureus,Cefotaxime,Nigeria,0.5317408439117125
Staphylococcus aureus,Cefotaxime,Senegal,0.8228486968691415
Staphylococcus aureus,Cefotaxime,Togo,0.6153372105322253
Staphylococcus aureus,Cefepime,Benin,0.40587899732318444
Staphylococcus aureus,Cefepime,Burkina Faso,0.2768945465496986
Staphylococcus aureus,Cefepime,Ivory Coast,0.6227576314084284
Staphylococcus aureus,Cefepime,Ghana,0.3327228174772566
Staphylococcus aureus,Cefepime,Mali,0.6234807509154352
Staphylococcus aureus,Cefepime,Nigeria,0.11369752559461813
Staphylococcus aureus,Cefepime,Senegal,0.6024143305935012
Staphylococcus aureus,Cefepime,Togo,0.2402980931887939
Staphylococcus aureus,Imipenem,Benin,0.86236765110994
Staphylococcus aureus,Imipenem,Burkina Faso,0.7811024925864509
Staphylococcus aureus,Imipenem,Ivory Coast,0.1398865070999893
Staphylococcus aureus,Imipenem,Ghana,0.384583462387846
Staphylococcus aureus,Imipenem,Mali,0.15782593629385255
Staphylococcus aureus,Imipenem,Nigeria,0.28873866279686156
Staphylococcus aureus,Imipenem,Senegal,0.3274542455754206
Staphylococcus aureus,Imipenem,Togo,0.6924991204296299
Staphylococcus aureus,Meropenem,Benin,0.6447004665712319
Staphylococcus aureus,Meropenem,Burkina Faso,0.8475987739674828
Staphylococcus aureus,Meropenem,Ivory Coast,0.2751774122006496
Staphylococcus aureus,Meropenem,Ghana,0.5404455348570388
Staphylococcus aureus,Meropenem,Mali,0.5800140530683774
Staphylococcus aureus,Meropenem,Nigeria,0.7896477877818364
Staphylococcus aureus,Meropenem,Senegal,0.5949480294881518
Staphylococcus aureus,Meropenem,Togo,0.5639019686311764
Staphylococcus aureus,Ertapenem,Benin,0.6694290024355535
Staphylococcus aureus,Ertapenem,Burkina Faso,0.5118512897278652
Staphylococcus aureus,Ertapenem,Ivory Coast,0.6385733103877096
Staphylococcus aureus,Ertapenem,Ghana,0.4628192436666938
Staphylococcus aureus,Ertapenem,Mali,0.396595040695348
Staphylococcus aureus,Ertapenem,Nigeria,0.7437858639928419
Staphylococcus aureus,Ertapenem,Senegal,0.1667826174246561
Staphylococcus aureus,Ertapenem,Togo,0.23216662021395235
Staphylococcus aureus,Ciprofloxacin,Benin,0.3833682986988586
Staphylococcus aureus,Ciprofloxacin,Burkina Faso,0.17714732898366128
Staphylococcus aureus,Ciprofloxacin,Ivory Coast,0.17881896127036054
Staphylococcus aureus,Ciprofloxacin,Ghana,0.48894889137789155
Staphylococcus aureus,Ciprofloxacin,Mali,0.23276830170650575
Staphylococcus aureus,Ciprofloxacin,Nigeria,0.3804899501419533
Staphylococcus aureus,Ciprofloxacin,Senegal,0.35700084313925096
Staphylococcus aureus,Ciprofloxacin,Togo,0.5843205930546257
Staphylococcus aureus,Levofloxacin,Benin,0.5792165304231697
Staphylococcus aureus,Levofloxacin,Burkina Faso,0.729319101529787
Staphylococcus aureus,Levofloxacin,Ivory Coast,0.28902285399924244
Staphylococcus aureus,Levofloxacin,Ghana,0.6121822542976384
Staphylococcus aureus,Levofloxacin,Mali,0.8503424261133166
Staphylococcus aureus,Levofloxacin,Nigeria,0.3489485952474521
Staphylococcus aureus,Levofloxacin,Senegal,0.3709167622419385
Staphylococcus aureus,Levofloxacin,Togo,0.11947865962012348
Staphylococcus aureus,Gentamicin,Benin,0.1007685420418592
Staphylococcus aureus,Gentamicin,Burkina Faso,0.1958436888013793
Staphylococcus aureus,Gentamicin,Ivory Coast,0.766490170639134
Staphylococcus aureus,Gentamicin,Ghana,0.5501009294649037
Staphylococcus aureus,Gentamicin,Mali,0.156788263360838
Staphylococcus aureus,Gentamicin,Nigeria,0.20413952065502627
Staphylococcus aureus,Gentamicin,Senegal,0.8984971399448118
Staphylococcus aureus,Gentamicin,Togo,0.11610029673490896
Staphylococcus aureus,Amikacin,Benin,0.84521160162926
Staphylococcus aureus,Amikacin,Burkina Faso,0.8779823813357016
Staphylococcus aureus,Amikacin,Ivory Coast,0.3663634054911781
Staphylococcus aureus,Amikacin,Ghana,0.17440204922191285
Staphylococcus aureus,Amikacin,Mali,0.7164928587804045
Staphylococcus aureus,Amikacin,Nigeria,0.8313694160895239
Staphylococcus aureus,Amikacin,Senegal,0.8725183353940945
Staphylococcus aureus,Amikacin,Togo,0.6341914559025404
Staphylococcus aureus,Tobramycin,Benin,0.8000903129746527
Staphylococcus aureus,Tobramycin,Burkina Faso,0.10012741579770933
Staphylococcus aureus,Tobramycin,Ivory Coast,0.10637473087078426
Staphylococcus aureus,Tobramycin,Ghana,0.2823994806057599
Staphylococcus aureus,Tobramycin,Mali,0.6870543071991625
Staphylococcus aureus,Tobramycin,Nigeria,0.2832650624331395
Staphylococcus aureus,Tobramycin,Senegal,0.13596053133974256
Staphylococcus aureus,Tobramycin,Togo,0.10238957748459727
Staphylococcus aureus,Trimethoprim/Sulfamethoxazole,Benin,0.634328065333149
Staphylococcus aureus,Trimethoprim/Sulfamethoxazole,Burkina Faso,0.5769041451934878
Staphylococcus aureus,Trimethoprim/Sulfamethoxazole,Ivory Coast,0.49215406357829705
Staphylococcus aureus,Trimethoprim/Sulfamethoxazole,Ghana,0.2181438543504287
Staphylococcus aureus,Trimethoprim/Sulfamethoxazole,Mali,0.2140511303049154
Staphylococcus aureus,Trimethoprim/Sulfamethoxazole,Nigeria,0.15520334690472418
Staphylococcus aureus,Trimethoprim/Sulfamethoxazole,Senegal,0.3979020322065575
Staphylococcus aureus,Trimethoprim/Sulfamethoxazole,Togo,0.3308186171519754
Staphylococcus aureus,Tetracycline,Benin,0.4496697457071672
Staphylococcus aureus,Tetracycline,Burkina Faso,0.3644939651447966
Staphylococcus aureus,Tetracycline,Ivory Coast,0.3720670694091679
Staphylococcus aureus,Tetracycline,Ghana,0.6650106008580255
Staphylococcus aureus,Tetracycline,Mali,0.5821776665493836
Staphylococcus aureus,Tetracycline,Nigeria,0.4207024384607455
Staphylococcus aureus,Tetracycline,Senegal,0.13387502966457376
Staphylococcus aureus,Tetracycline,Togo,0.3106526226669776
Staphylococcus aureus,Doxycycline,Benin,0.6179463633500687
Staphylococcus aureus,Doxycycline,Burkina Faso,0.7903377089954783
Staphylococcus aureus,Doxycycline,Ivory Coast,0.5525915658571824
Staphylococcus aureus,Doxycycline,Ghana,0.45364111013022457
Staphylococcus aureus,Doxycycline,Mali,0.36730665133340423
Staphylococcus aureus,Doxycycline,Nigeria,0.16063219800128686
Staphylococcus aureus,Doxycycline,Senegal,0.6858172736831112
Staphylococcus aureus,Doxycycline,Togo,0.636591710667521
Staphylococcus aureus,Clindamycin,Benin,0.14872377691904354
Staphylococcus aureus,Clindamycin,Burkina Faso,0.6938590253778589
Staphylococcus aureus,Clindamycin,Ivory Coast,0.1842411428426022
Staphylococcus aureus,Clindamycin,Ghana,0.5051056209551748
Staphylococcus aureus,Clindamycin,Mali,0.4810994267711255
Staphylococcus aureus,Clindamycin,Nigeria,0.32973561006971136
Staphylococcus aureus,Clindamycin,Senegal,0.36825347730701163
Staphylococcus aureus,Clindamycin,Togo,0.31903433819674276
Staphylococcus aureus,Erythromycin,Benin,0.2890417733343984
Staphylococcus aureus,Erythromycin,Burkina Faso,0.30417770587353654
Staphylococcus aureus,Erythromycin,Ivory Coast,0.1642360165652873
Staphylococcus aureus,Erythromycin,Ghana,0.6454443256489284
Staphylococcus aureus,Erythromycin,Mali,0.2189963011633025
Staphylococcus aureus,Erythromycin,Nigeria,0.8136481773369605
Staphylococcus aureus,Erythromycin,Senegal,0.11515487385201971
Staphylococcus aureus,Erythromycin,Togo,0.33692202082545264
Staphylococcus aureus,Linezolid,Benin,0.8373598680377748
Staphylococcus aureus,Linezolid,Burkina Faso,0.6995860894324029
Staphylococcus aureus,Linezolid,Ivory Coast,0.7027001707371048
Staphylococcus aureus,Linezolid,Ghana,0.5302656447753857
Staphylococcus aureus,Linezolid,Mali,0.3526253117039341
Staphylococcus aureus,Linezolid,Nigeria,0.7996267022407639
Staphylococcus aureus,Linezolid,Senegal,0.13865141218287605
Staphylococcus aureus,Linezolid,Togo,0.7918367158832327
Staphylococcus aureus,Vancomycin,Benin,0.47443383916610915
Staphylococcus aureus,Vancomycin,Burkina Faso,0.6783290666327739
Staphylococcus aureus,Vancomycin,Ivory Coast,0.6952788008833319
Staphylococcus aureus,Vancomycin,Ghana,0.1071549509202181
Staphylococcus aureus,Vancomycin,Mali,0.5773807639144348
Staphylococcus aureus,Vancomycin,Nigeria,0.2969594567230056
Staphylococcus aureus,Vancomycin,Senegal,0.2166359230480377
Staphylococcus aureus,Vancomycin,Togo,0.10152849431710492
Staphylococcus aureus,Piperacillin/Tazobactam,Benin,0.7357758090620723
Staphylococcus aureus,Piperacillin/Tazobactam,Burkina Faso,0.7720641525705754
Staphylococcus aureus,Piperacillin/Tazobactam,Ivory Coast,0.45892976194054635
Staphylococcus aureus,Piperacillin/Tazobactam,Ghana,0.7743102979995372
Staphylococcus aureus,Piperacillin/Tazobactam,Mali,0.7285523267964402
Staphylococcus aureus,Piperacillin/Tazobactam,Nigeria,0.5209995842877028
Staphylococcus aureus,Piperacillin/Tazobactam,Senegal,0.7916169275370536
Staphylococcus aureus,Piperacillin/Tazobactam,Togo,0.6574336145449265
Staphylococcus aureus,Nitrofurantoin,Benin,0.8884425777805036
Staphylococcus aureus,Nitrofurantoin,Burkina Faso,0.27611947155856353
Staphylococcus aureus,Nitrofurantoin,Ivory Coast,0.5650075318289749
Staphylococcus aureus,Nitrofurantoin,Ghana,0.8277234889628703
Staphylococcus aureus,Nitrofurantoin,Mali,0.5983253073031513
Staphylococcus aureus,Nitrofurantoin,Nigeria,0.7651331527539379
Staphylococcus aureus,Nitrofurantoin,Senegal,0.4263598187564869
Staphylococcus aureus,Nitrofurantoin,Togo,0.6302162023162499
Klebsiella pneumoniae,Amoxicillin/Clavulanate,Benin,0.7975186750664979
Klebsiella pneumoniae,Amoxicillin/Clavulanate,Burkina Faso,0.4666928414074273
Klebsiella pneumoniae,Amoxicillin/Clavulanate,Ivory Coast,0.6204132091722637
Klebsiella pneumoniae,Amoxicillin/Clavulanate,Ghana,0.4656765485940495
Klebsiella pneumoniae,Amoxicillin/Clavulanate,Mali,0.6136950407522732
Klebsiella pneumoniae,Amoxicillin/Clavulanate,Nigeria,0.5293330716925799
Klebsiella pneumoniae,Amoxicillin/Clavulanate,Senegal,0.10121475132587276
Klebsiella pneumoniae,Amoxicillin/Clavulanate,Togo,0.658671432757382
Klebsiella pneumoniae,Ampicillin,Benin,0.8002779589489417
Klebsiella pneumoniae,Ampicillin,Burkina Faso,0.17142818361542256
Klebsiella pneumoniae,Ampicillin,Ivory Coast,0.18847081359224696
Klebsiella pneumoniae,Ampicillin,Ghana,0.45137781367261953
Klebsiella pneumoniae,Ampicillin,Mali,0.2518819858002157
Klebsiella pneumoniae,Ampicillin,Nigeria,0.6907215198634795
Klebsiella pneumoniae,Ampicillin,Senegal,0.7409648083692306
Klebsiella pneumoniae,Ampicillin,Togo,0.771597554263797
Klebsiella pneumoniae,Ceftriaxone,Benin,0.4931831675401631
Klebsiella pneumoniae,Ceftriaxone,Burkina Faso,0.1665293706828221
Klebsiella pneumoniae,Ceftriaxone,Ivory Coast,0.48725445227594877
Klebsiella pneumoniae,Ceftriaxone,Ghana,0.12038262025200873
Klebsiella pneumoniae,Ceftriaxone,Mali,0.7940567273662017
Klebsiella pneumoniae,Ceftriaxone,Nigeria,0.675470613821455
Klebsiella pneumoniae,Ceftriaxone,Senegal,0.5853436917915319
Klebsiella pneumoniae,Ceftriaxone,Togo,0.6852398576760867
Klebsiella pneumoniae,Ceftazidime,Benin,0.36299085660825947
Klebsiella pneumoniae,Ceftazidime,Burkina Faso,0.26433668847169267
Klebsiella pneumoniae,Ceftazidime,Ivory Coast,0.26273002328191075
Klebsiella pneumoniae,Ceftazidime,Ghana,0.8456202490204742
Klebsiella pneumoniae,Ceftazidime,Mali,0.7780653246488355
Klebsiella pneumoniae,Ceftazidime,Nigeria,0.1769708175088833
Klebsiella pneumoniae,Ceftazidime,Senegal,0.6996904674151931
Klebsiella pneumoniae,Ceftazidime,Togo,0.5674064671566886
Klebsiella pneumoniae,Cefotaxime,Benin,0.7317732627387872
Klebsiella pneumoniae,Cefotaxime,Burkina Faso,0.5008004866962379
Klebsiella pneumoniae,Cefotaxime,Ivory Coast,0.5409004393982073
Klebsiella pneumoniae,Cefotaxime,Ghana,0.81424237387175
Klebsiella pneumoniae,Cefotaxime,Mali,0.516728740984162
Klebsiella pneumoniae,Cefotaxime,Nigeria,0.13960653389944755
Klebsiella pneumoniae,Cefotaxime,Senegal,0.27030764790973627
Klebsiella pneumoniae,Cefotaxime,Togo,0.21062587299512778
Klebsiella pneumoniae,Cefepime,Benin,0.11326798940986826
Klebsiella pneumoniae,Cefepime,Burkina Faso,0.4211667992681589
Klebsiella pneumoniae,Cefepime,Ivory Coast,0.7240440694854194
Klebsiella pneumoniae,Cefepime,Ghana,0.1347725417178709
Klebsiella pneumoniae,Cefepime,Mali,0.4411447326059136
Klebsiella pneumoniae,Cefepime,Nigeria,0.7899846627561373
